Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2
Proportion of women in managerial positions,Developed regions,191,Croatia,2000,Female,-,-,-,24.7,-,-,Percentage,Country data,-,Population coverage: Including armed forces and/or conscripts;,-
Proportion of women in managerial positions,Developed regions,191,Croatia,2005,Female,-,-,-,24,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,191,Croatia,2007,Female,-,-,-,20.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,191,Croatia,2009,Female,-,-,-,25.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,191,Croatia,2010,Female,-,-,-,25.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,191,Croatia,2001,Female,-,-,-,24.7,-,-,Percentage,Country data,-,Population coverage: Including armed forces and/or conscripts;,-
Proportion of women in managerial positions,Developed regions,191,Croatia,2004,Female,-,-,-,22.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,191,Croatia,2006,Female,-,-,-,25.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,191,Croatia,2011,Female,-,-,-,24,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,191,Croatia,2002,Female,-,-,-,27.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,191,Croatia,2012,Female,-,-,-,26.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,191,Croatia,2013,Female,-,-,-,24.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,191,Croatia,2015,Female,-,-,-,26.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,191,Croatia,2014,Female,-,-,-,23.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,191,Croatia,2016,Female,-,-,-,29.9,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,191,Croatia,2017,Female,-,-,-,29.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,196,Cyprus,2003,Female,-,-,-,17.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,196,Cyprus,2008,Female,-,-,-,16.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,196,Cyprus,2000,Female,-,-,-,14.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,196,Cyprus,2005,Female,-,-,-,14.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,196,Cyprus,2007,Female,-,-,-,15.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,196,Cyprus,2009,Female,-,-,-,12.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,196,Cyprus,2010,Female,-,-,-,13.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,196,Cyprus,2001,Female,-,-,-,19,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,196,Cyprus,2004,Female,-,-,-,17.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,196,Cyprus,2006,Female,-,-,-,16.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,196,Cyprus,2011,Female,-,-,-,15,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,196,Cyprus,2002,Female,-,-,-,17.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,196,Cyprus,2012,Female,-,-,-,15.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,196,Cyprus,2013,Female,-,-,-,18.9,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,196,Cyprus,2015,Female,-,-,-,22.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,196,Cyprus,2014,Female,-,-,-,17.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,196,Cyprus,2016,Female,-,-,-,25.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,196,Cyprus,2017,Female,-,-,-,20.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,203,Czech Republic,2003,Female,-,-,-,27.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,203,Czech Republic,2008,Female,-,-,-,28.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,203,Czech Republic,2000,Female,-,-,-,24.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,203,Czech Republic,2005,Female,-,-,-,29.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,203,Czech Republic,2007,Female,-,-,-,28.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,203,Czech Republic,2009,Female,-,-,-,29,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,203,Czech Republic,2010,Female,-,-,-,27.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,203,Czech Republic,2001,Female,-,-,-,26.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,203,Czech Republic,2004,Female,-,-,-,28.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,203,Czech Republic,2006,Female,-,-,-,28.9,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,203,Czech Republic,2011,Female,-,-,-,25.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,203,Czech Republic,2002,Female,-,-,-,26.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,203,Czech Republic,2012,Female,-,-,-,26.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,203,Czech Republic,2013,Female,-,-,-,27.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,203,Czech Republic,2015,Female,-,-,-,29.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,203,Czech Republic,2014,Female,-,-,-,27.9,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,203,Czech Republic,2016,Female,-,-,-,25.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,203,Czech Republic,2017,Female,-,-,-,24.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,208,Denmark,2003,Female,-,-,-,25.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,208,Denmark,2008,Female,-,-,-,23.9,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,208,Denmark,2000,Female,-,-,-,24.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,208,Denmark,2005,Female,-,-,-,24.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,208,Denmark,2007,Female,-,-,-,28.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,208,Denmark,2009,Female,-,-,-,24.9,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,208,Denmark,2010,Female,-,-,-,22.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,208,Denmark,2001,Female,-,-,-,21,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,208,Denmark,2004,Female,-,-,-,23.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,208,Denmark,2006,Female,-,-,-,24.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,208,Denmark,2011,Female,-,-,-,27.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-
Proportion of women in managerial positions,Developed regions,208,Denmark,2002,Female,-,-,-,21.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,208,Denmark,2012,Female,-,-,-,28.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,208,Denmark,2013,Female,-,-,-,27.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,208,Denmark,2015,Female,-,-,-,26.9,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,208,Denmark,2014,Female,-,-,-,26.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
Proportion of women in managerial positions,Developed regions,208,Denmark,2016,Female,-,-,-,28,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-
